State,Crop,Season,Soil_Type,Soil_Quality_Score,Area_Hectares,Production_Tonnes,Yield_Tonnes_Per_Ha,Rainfall_mm,Normal_Rainfall_mm,Rainfall_Deviation_Pct,Temperature_C,Fertiliser_Kg_Ha,Irrigation,Insurance_Claim
Andhra Pradesh,Maize,Rabi,Laterite,2,42.21,228.79,5.421,1049.6,868.9,20.8,26.7,321.3,0,0
West Bengal,Rice,Zaid,Laterite,2,40.37,162.28,4.02,711.0,858.6,-17.19,25.7,357.1,0,0
Punjab,Maize,Kharif,Red,3,36.69,163.94,4.468,935.1,1074.5,-12.97,24.0,179.0,1,0
Andhra Pradesh,Maize,Zaid,Laterite,2,23.43,69.05,2.947,799.5,974.3,-17.94,29.0,133.8,1,0
West Bengal,Sugarcane,Rabi,Sandy,1,16.53,18.94,1.145,352.2,972.9,-63.8,21.3,318.8,1,1
Tamil Nadu,Cotton,Kharif,Sandy,1,30.63,173.22,5.655,807.2,783.4,3.04,25.9,332.7,1,0
Haryana,Cotton,Rabi,Alluvial,5,43.87,252.08,5.746,951.4,950.4,0.1,26.6,242.5,0,0
Uttar Pradesh,Bajra,Zaid,Black,4,44.25,254.23,5.746,561.3,777.2,-27.79,29.5,363.6,0,1
Maharashtra,Groundnut,Kharif,Laterite,2,5.87,33.57,5.718,1380.4,833.7,65.58,21.1,388.6,1,0
Uttar Pradesh,Cotton,Kharif,Sandy,1,21.7,110.17,5.076,1003.0,936.1,7.15,20.0,214.9,1,0
Madhya Pradesh,Maize,Zaid,Black,4,23.5,103.96,4.423,1005.2,862.8,16.51,26.3,127.9,0,0
Madhya Pradesh,Soybean,Zaid,Black,4,48.89,255.34,5.223,1031.8,897.4,14.97,27.2,231.0,0,0
Andhra Pradesh,Maize,Kharif,Alluvial,5,34.06,136.34,4.003,216.5,1047.0,-79.32,26.0,396.3,1,1
Tamil Nadu,Soybean,Kharif,Black,4,20.66,34.54,1.672,976.2,795.3,22.76,10.0,152.5,1,0
Tamil Nadu,Bajra,Zaid,Black,4,1.79,5.29,2.956,1369.0,694.4,97.16,28.0,266.2,0,0
Punjab,Soybean,Rabi,Red,3,28.49,166.83,5.856,989.9,714.0,38.64,41.4,292.9,1,0
Punjab,Cotton,Kharif,Alluvial,5,5.26,14.48,2.756,734.3,681.3,7.77,31.5,124.9,1,0
Punjab,Sugarcane,Zaid,Alluvial,5,41.81,223.2,5.339,521.2,1091.1,-52.24,14.3,256.0,0,1
Haryana,Soybean,Rabi,Laterite,2,37.75,55.34,1.466,497.0,948.1,-47.58,23.6,160.1,1,1
Karnataka,Maize,Kharif,Black,4,23.3,62.22,2.671,467.0,1010.6,-53.79,24.8,349.0,1,1
Rajasthan,Jowar,Kharif,Laterite,2,21.75,59.9,2.755,699.9,983.7,-28.85,24.1,300.2,0,1
Karnataka,Cotton,Zaid,Sandy,1,44.92,56.51,1.258,533.0,820.2,-35.02,18.6,339.2,1,1
Uttar Pradesh,Jowar,Rabi,Black,4,14.78,23.58,1.595,762.0,1094.5,-30.38,20.6,119.9,1,1
Karnataka,Pulses,Kharif,Sandy,1,12.83,25.21,1.966,851.0,746.4,14.02,31.6,62.1,1,1
Haryana,Pulses,Rabi,Red,3,46.99,243.84,5.189,370.0,1151.9,-67.87,30.5,347.7,0,1
Uttar Pradesh,Maize,Rabi,Black,4,40.56,53.41,1.317,608.7,868.6,-29.92,25.3,185.4,1,1
Karnataka,Pulses,Kharif,Laterite,2,41.12,102.54,2.494,655.2,1118.3,-41.41,31.7,112.9,1,1
Haryana,Groundnut,Rabi,Laterite,2,10.16,10.68,1.051,648.2,692.6,-6.42,22.1,82.2,0,1
Rajasthan,Bajra,Kharif,Black,4,7.59,34.0,4.478,804.5,785.3,2.44,23.9,230.8,0,0
Karnataka,Cotton,Rabi,Laterite,2,1.79,7.34,4.102,831.2,609.6,36.36,23.8,102.5,1,0
Haryana,Jowar,Kharif,Black,4,12.23,51.69,4.225,693.9,1006.3,-31.04,16.7,248.3,1,1
Punjab,Maize,Zaid,Alluvial,5,38.82,111.49,2.872,631.9,888.0,-28.84,24.5,304.6,1,1
Tamil Nadu,Groundnut,Kharif,Laterite,2,12.38,25.28,2.041,794.8,1152.5,-31.03,35.8,237.3,0,1
Punjab,Maize,Kharif,Black,4,36.59,168.38,4.602,1160.6,777.4,49.29,35.2,366.3,1,0
Tamil Nadu,Groundnut,Kharif,Black,4,12.97,65.57,5.056,436.1,1050.6,-58.49,26.7,104.4,0,1
Maharashtra,Pulses,Rabi,Laterite,2,20.07,33.97,1.693,1082.9,862.0,25.63,24.7,222.9,0,1
Maharashtra,Pulses,Zaid,Alluvial,5,49.17,168.85,3.434,391.6,835.9,-53.16,36.6,107.1,1,1
Maharashtra,Soybean,Rabi,Laterite,2,12.62,28.31,2.244,890.5,806.6,10.4,24.5,356.6,0,0
Rajasthan,Wheat,Rabi,Black,4,19.13,35.21,1.841,1062.4,723.2,46.9,22.9,376.3,1,0
Punjab,Maize,Kharif,Alluvial,5,15.4,71.96,4.672,469.1,906.1,-48.23,31.7,190.0,1,1
Tamil Nadu,Soybean,Rabi,Sandy,1,5.93,21.87,3.69,887.7,881.7,0.68,15.7,157.0,1,0
Haryana,Cotton,Kharif,Red,3,24.75,51.5,2.081,538.4,614.1,-12.32,25.3,147.8,1,0
Uttar Pradesh,Soybean,Zaid,Laterite,2,19.25,49.08,2.55,1092.6,473.3,130.83,25.6,350.9,1,0
Haryana,Rice,Rabi,Black,4,34.9,203.56,5.833,400.0,803.1,-50.19,29.1,288.9,1,1
Uttar Pradesh,Pulses,Rabi,Alluvial,5,40.97,214.83,5.243,576.9,1024.3,-43.68,22.4,358.2,0,1
Madhya Pradesh,Rice,Rabi,Alluvial,5,27.44,148.17,5.4,832.8,883.3,-5.71,25.0,91.1,0,0
Haryana,Maize,Kharif,Sandy,1,2.09,6.91,3.3,977.9,654.6,49.39,26.6,216.6,0,0
Karnataka,Jowar,Kharif,Laterite,2,31.14,128.25,4.119,823.2,583.9,40.97,24.5,286.7,0,0
Karnataka,Jowar,Rabi,Alluvial,5,3.24,9.35,2.884,923.8,1023.2,-9.72,24.9,364.0,0,0
Andhra Pradesh,Cotton,Rabi,Sandy,1,31.01,43.06,1.389,662.7,602.0,10.07,31.0,183.7,0,1
Punjab,Soybean,Zaid,Black,4,34.41,103.41,3.005,527.2,963.9,-45.3,29.5,159.6,0,1
Uttar Pradesh,Jowar,Zaid,Sandy,1,10.29,40.85,3.97,1166.2,935.4,24.67,29.1,369.5,0,0
Uttar Pradesh,Groundnut,Zaid,Laterite,2,41.06,100.0,2.436,924.7,1095.2,-15.57,16.1,66.6,1,0
Punjab,Groundnut,Zaid,Sandy,1,45.6,238.93,5.24,678.1,755.6,-10.26,28.6,217.9,0,0
Rajasthan,Cotton,Zaid,Alluvial,5,40.75,71.53,1.756,386.6,990.9,-60.99,21.0,210.5,1,1
Andhra Pradesh,Bajra,Kharif,Alluvial,5,15.6,44.24,2.836,1105.8,1060.0,4.32,37.9,101.1,1,0
Rajasthan,Pulses,Zaid,Red,3,29.54,47.99,1.625,1116.1,649.4,71.86,25.9,188.2,0,1
Rajasthan,Soybean,Zaid,Sandy,1,45.78,138.46,3.024,745.6,870.0,-14.29,24.8,302.9,0,0
Rajasthan,Maize,Rabi,Black,4,16.37,19.62,1.198,634.8,843.9,-24.78,35.1,178.4,1,1
Punjab,Sugarcane,Kharif,Laterite,2,41.09,97.09,2.363,735.2,690.4,6.48,33.3,158.4,1,0
Rajasthan,Sugarcane,Zaid,Red,3,0.97,2.91,3.004,747.3,889.6,-16.0,24.6,323.7,0,0
Karnataka,Sugarcane,Zaid,Sandy,1,0.68,2.31,3.391,992.4,674.7,47.1,18.9,396.1,0,0
Maharashtra,Jowar,Zaid,Black,4,38.11,141.7,3.718,515.5,907.3,-43.18,15.4,322.8,0,1
Madhya Pradesh,Bajra,Rabi,Red,3,38.19,90.7,2.375,654.1,1176.1,-44.38,19.7,346.2,1,1
Uttar Pradesh,Bajra,Rabi,Alluvial,5,39.55,143.0,3.615,754.1,819.4,-7.97,27.9,378.8,1,0
Uttar Pradesh,Soybean,Rabi,Laterite,2,46.54,164.97,3.545,864.6,835.8,3.45,25.1,330.6,1,0
Madhya Pradesh,Soybean,Zaid,Sandy,1,6.34,16.35,2.581,1016.6,1062.5,-4.32,20.4,393.1,1,0
Punjab,Bajra,Rabi,Black,4,11.98,61.73,5.151,877.7,1038.9,-15.51,23.6,311.5,1,0
Haryana,Cotton,Zaid,Alluvial,5,45.23,168.64,3.728,1238.0,757.4,63.47,36.3,281.5,0,0
Punjab,Soybean,Kharif,Red,3,9.27,24.68,2.661,552.1,953.2,-42.08,32.7,292.7,1,1
Uttar Pradesh,Cotton,Zaid,Laterite,2,34.27,196.6,5.737,1165.4,407.1,186.27,36.5,365.0,0,0
Uttar Pradesh,Rice,Rabi,Red,3,26.76,139.83,5.226,561.5,699.4,-19.71,21.9,289.1,0,0
Madhya Pradesh,Groundnut,Kharif,Red,3,4.62,27.31,5.913,701.2,1010.5,-30.61,30.8,316.4,0,1
Rajasthan,Pulses,Zaid,Black,4,14.62,65.22,4.461,896.8,773.5,15.95,30.2,125.6,1,0
Punjab,Soybean,Kharif,Alluvial,5,26.26,75.92,2.891,1094.5,820.0,33.48,34.8,369.4,1,0
Tamil Nadu,Bajra,Kharif,Sandy,1,42.69,102.64,2.404,701.6,711.4,-1.37,26.1,206.5,1,0
Madhya Pradesh,Groundnut,Kharif,Black,4,35.52,153.34,4.317,898.1,687.3,30.68,21.3,106.4,0,0
Karnataka,Groundnut,Zaid,Laterite,2,31.28,184.7,5.904,721.1,475.6,51.63,20.6,329.9,0,0
Uttar Pradesh,Wheat,Rabi,Red,3,25.05,103.56,4.134,226.1,795.5,-71.58,25.9,174.7,0,1
Madhya Pradesh,Bajra,Zaid,Laterite,2,15.28,82.66,5.408,790.4,919.8,-14.07,26.5,114.4,0,0
Punjab,Pulses,Rabi,Black,4,6.4,16.94,2.646,489.6,887.0,-44.8,27.6,139.7,1,1
Uttar Pradesh,Bajra,Zaid,Black,4,20.75,62.97,3.035,1117.9,725.2,54.15,17.6,62.2,0,0
Haryana,Soybean,Zaid,Sandy,1,1.91,10.57,5.531,1119.6,635.7,76.13,33.8,81.7,1,0
Madhya Pradesh,Maize,Zaid,Red,3,10.95,52.38,4.784,591.0,793.9,-25.56,17.9,257.4,1,1
Andhra Pradesh,Rice,Rabi,Black,4,21.91,129.41,5.907,552.6,650.7,-15.07,33.7,353.2,0,0
Uttar Pradesh,Cotton,Zaid,Laterite,2,21.22,103.43,4.874,642.8,734.9,-12.53,24.1,207.0,1,0
Punjab,Maize,Kharif,Sandy,1,2.69,8.73,3.243,933.1,869.4,7.33,37.1,269.1,0,0
Maharashtra,Rice,Zaid,Laterite,2,29.66,108.41,3.655,934.1,719.3,29.87,15.5,333.4,1,0
Tamil Nadu,Maize,Kharif,Red,3,27.71,152.47,5.503,1652.0,1042.9,58.4,33.1,174.9,1,0
West Bengal,Cotton,Rabi,Sandy,1,4.37,16.41,3.758,722.8,693.1,4.29,19.8,279.0,1,0
Rajasthan,Jowar,Rabi,Sandy,1,47.19,107.44,2.277,822.8,759.3,8.37,19.4,172.7,0,0
West Bengal,Bajra,Zaid,Sandy,1,5.42,17.22,3.178,1282.9,977.5,31.25,35.9,275.0,1,0
Punjab,Maize,Zaid,Alluvial,5,42.81,153.34,3.582,871.6,953.6,-8.6,30.5,126.2,1,0
Karnataka,Soybean,Zaid,Sandy,1,0.52,0.76,1.484,528.0,927.5,-43.07,17.1,392.2,1,1
Karnataka,Pulses,Kharif,Laterite,2,44.17,208.44,4.719,885.5,754.3,17.39,27.2,76.7,1,0
Maharashtra,Sugarcane,Rabi,Laterite,2,1.48,2.28,1.547,976.2,937.6,4.12,34.4,226.8,0,1
Rajasthan,Soybean,Kharif,Red,3,38.01,114.97,3.025,714.6,968.8,-26.24,29.4,150.2,1,1
Andhra Pradesh,Cotton,Kharif,Black,4,18.4,92.44,5.023,998.8,916.3,9.01,26.2,260.3,1,0
Maharashtra,Pulses,Zaid,Black,4,37.04,123.64,3.338,976.6,845.1,15.55,32.9,199.9,1,0
West Bengal,Soybean,Zaid,Alluvial,5,20.39,106.21,5.21,685.4,936.6,-26.82,28.2,157.3,0,1
Maharashtra,Groundnut,Kharif,Sandy,1,4.01,10.86,2.709,1187.9,838.6,41.65,16.0,137.5,0,0
West Bengal,Bajra,Kharif,Alluvial,5,38.49,222.8,5.788,604.1,910.6,-33.66,26.6,113.9,1,1
Uttar Pradesh,Pulses,Zaid,Red,3,4.03,8.24,2.047,909.3,861.2,5.59,28.9,324.0,0,0
Karnataka,Groundnut,Zaid,Red,3,46.14,54.97,1.191,649.5,623.4,4.18,27.3,127.8,1,0
Uttar Pradesh,Soybean,Kharif,Black,4,3.02,16.21,5.362,376.8,762.4,-50.58,23.6,320.7,0,1
Tamil Nadu,Rice,Zaid,Red,3,24.23,115.34,4.761,889.6,1162.1,-23.45,28.7,219.8,0,1
Rajasthan,Wheat,Zaid,Sandy,1,36.29,78.38,2.16,1282.3,559.4,129.24,27.1,75.3,0,0
Andhra Pradesh,Rice,Kharif,Laterite,2,19.97,118.27,5.924,786.5,1082.8,-27.36,14.0,107.9,1,1
West Bengal,Bajra,Kharif,Red,3,11.25,39.51,3.511,426.6,943.8,-54.8,18.0,362.5,0,1
Andhra Pradesh,Pulses,Rabi,Alluvial,5,38.08,219.13,5.755,855.5,855.1,0.04,27.9,261.0,0,0
West Bengal,Pulses,Kharif,Sandy,1,39.32,138.62,3.525,595.3,597.9,-0.44,30.5,114.5,0,0
Punjab,Bajra,Zaid,Red,3,46.17,155.11,3.359,1063.4,849.8,25.14,21.3,296.3,0,0
Maharashtra,Groundnut,Kharif,Red,3,19.12,62.06,3.246,742.8,738.1,0.65,30.4,338.1,1,0
Tamil Nadu,Wheat,Kharif,Sandy,1,25.56,68.36,2.674,356.9,1028.3,-65.3,29.0,165.7,0,1
Karnataka,Soybean,Kharif,Red,3,18.47,67.78,3.669,927.1,750.0,23.62,24.9,244.8,0,0
West Bengal,Cotton,Rabi,Laterite,2,13.23,43.15,3.263,852.2,808.6,5.39,28.6,152.7,0,0
Andhra Pradesh,Rice,Rabi,Black,4,37.68,44.6,1.184,725.0,886.9,-18.25,28.4,78.0,1,0
Tamil Nadu,Rice,Zaid,Sandy,1,17.31,39.86,2.302,540.3,753.3,-28.28,31.3,189.8,0,1
Haryana,Sugarcane,Rabi,Alluvial,5,21.69,44.81,2.066,1247.3,993.8,25.51,31.5,313.0,1,0
Haryana,Wheat,Kharif,Red,3,20.48,109.32,5.337,687.0,805.6,-14.72,19.7,210.5,0,0
Uttar Pradesh,Cotton,Rabi,Black,4,35.78,142.9,3.994,1024.3,567.9,80.37,21.6,191.8,0,0
Karnataka,Rice,Kharif,Alluvial,5,45.93,221.31,4.818,684.2,872.6,-21.59,34.9,178.1,1,1
Punjab,Cotton,Rabi,Alluvial,5,33.5,193.79,5.784,970.2,971.1,-0.09,31.3,210.6,1,0
Andhra Pradesh,Soybean,Rabi,Laterite,2,23.84,100.62,4.22,813.4,1065.7,-23.68,29.8,161.4,0,1
Maharashtra,Pulses,Rabi,Black,4,39.07,231.03,5.913,807.0,932.9,-13.5,30.8,264.3,1,0
Maharashtra,Cotton,Kharif,Sandy,1,32.23,82.47,2.559,593.4,1023.0,-41.99,32.8,72.2,1,1
Andhra Pradesh,Rice,Rabi,Black,4,3.5,6.76,1.931,932.0,923.6,0.91,26.8,332.6,1,0
Rajasthan,Groundnut,Kharif,Black,4,5.24,15.79,3.017,1151.3,706.1,63.05,23.7,110.6,1,0
Punjab,Wheat,Kharif,Alluvial,5,2.38,7.97,3.354,541.4,732.8,-26.12,29.4,271.7,1,1
Tamil Nadu,Bajra,Zaid,Laterite,2,23.11,126.58,5.477,591.9,505.2,17.17,25.8,207.5,1,0
West Bengal,Maize,Rabi,Laterite,2,41.38,157.23,3.8,1536.1,817.5,87.91,35.3,320.7,1,0
Rajasthan,Jowar,Zaid,Black,4,16.0,39.37,2.461,549.6,947.9,-42.02,35.2,339.1,1,1
West Bengal,Jowar,Zaid,Black,4,19.52,91.98,4.713,661.4,613.3,7.83,31.3,121.5,1,0
West Bengal,Maize,Kharif,Red,3,45.52,160.64,3.529,1145.9,1044.1,9.75,18.3,287.0,1,0
Rajasthan,Cotton,Rabi,Alluvial,5,41.93,75.92,1.811,1153.5,834.6,38.21,19.4,116.5,0,1
Uttar Pradesh,Wheat,Kharif,Sandy,1,33.42,129.81,3.884,193.0,715.5,-73.03,18.1,93.4,1,1
Haryana,Cotton,Kharif,Sandy,1,13.71,76.17,5.557,991.4,612.6,61.84,27.1,375.6,1,0
West Bengal,Bajra,Rabi,Laterite,2,6.29,32.81,5.213,751.2,1099.2,-31.65,31.5,107.5,0,1
Rajasthan,Wheat,Kharif,Alluvial,5,1.29,5.09,3.934,762.7,1027.3,-25.76,24.2,129.8,1,1
Rajasthan,Maize,Rabi,Laterite,2,5.8,16.73,2.885,1091.3,789.5,38.23,22.1,95.6,1,0
Madhya Pradesh,Cotton,Rabi,Sandy,1,14.98,21.5,1.435,713.0,989.4,-27.94,26.6,214.6,0,1
Uttar Pradesh,Sugarcane,Kharif,Black,4,27.81,93.13,3.348,672.0,818.6,-17.9,21.3,371.9,1,0
Karnataka,Rice,Kharif,Alluvial,5,3.67,17.46,4.76,719.6,759.3,-5.23,27.6,142.4,0,0
Madhya Pradesh,Groundnut,Zaid,Alluvial,5,7.24,20.29,2.801,712.7,752.0,-5.22,24.5,239.6,1,0
Madhya Pradesh,Pulses,Kharif,Red,3,9.46,20.6,2.177,886.8,815.2,8.79,22.1,194.0,1,0
Andhra Pradesh,Groundnut,Rabi,Black,4,31.78,179.79,5.657,1130.8,790.2,43.1,26.7,167.6,1,0
Haryana,Bajra,Zaid,Black,4,30.98,158.25,5.108,906.9,859.2,5.55,31.3,250.3,1,0
Rajasthan,Cotton,Rabi,Laterite,2,27.76,116.36,4.191,796.8,1091.3,-26.98,16.9,245.6,1,1
Haryana,Soybean,Zaid,Alluvial,5,12.9,21.72,1.684,936.6,1191.8,-21.41,27.0,175.8,1,1
Punjab,Wheat,Kharif,Laterite,2,18.87,32.54,1.725,995.0,669.6,48.6,13.4,347.7,1,1
Andhra Pradesh,Cotton,Kharif,Black,4,5.29,8.01,1.516,944.5,918.9,2.78,24.5,68.6,1,0
Karnataka,Wheat,Kharif,Red,3,11.71,47.79,4.081,633.2,881.4,-28.17,30.2,79.8,1,1
Haryana,Pulses,Rabi,Alluvial,5,44.94,70.9,1.578,906.2,929.6,-2.52,32.1,396.8,0,1
Maharashtra,Sugarcane,Zaid,Black,4,48.99,255.42,5.213,270.1,782.5,-65.48,22.9,311.7,0,1
West Bengal,Groundnut,Rabi,Red,3,32.56,194.21,5.965,1183.5,931.6,27.04,22.8,331.4,1,0
Punjab,Rice,Zaid,Sandy,1,45.88,129.93,2.832,1182.8,643.0,83.93,24.6,260.9,1,0
Uttar Pradesh,Pulses,Kharif,Black,4,32.32,105.62,3.268,1022.4,1357.3,-24.68,19.4,197.0,1,1
Karnataka,Pulses,Rabi,Sandy,1,2.14,9.77,4.558,1111.5,893.6,24.38,27.0,270.2,0,0
Punjab,Groundnut,Kharif,Laterite,2,49.84,283.38,5.686,781.5,959.5,-18.56,20.0,82.4,1,0
West Bengal,Pulses,Rabi,Sandy,1,5.4,29.53,5.47,612.4,682.3,-10.24,29.3,315.2,1,0
Andhra Pradesh,Soybean,Kharif,Black,4,34.29,44.17,1.288,486.5,745.7,-34.76,21.7,239.3,1,1
West Bengal,Soybean,Rabi,Sandy,1,13.02,24.02,1.845,1052.0,629.7,67.07,24.1,384.9,1,1
Madhya Pradesh,Jowar,Rabi,Alluvial,5,19.9,95.0,4.773,612.3,1068.4,-42.69,29.0,273.1,0,1
West Bengal,Jowar,Zaid,Black,4,32.47,144.33,4.444,706.6,683.5,3.37,29.8,103.1,1,0
Madhya Pradesh,Soybean,Kharif,Red,3,22.11,36.83,1.666,856.0,821.7,4.18,29.5,217.1,1,0
Andhra Pradesh,Maize,Zaid,Sandy,1,12.9,45.29,3.51,790.6,828.3,-4.55,27.6,70.2,1,0
Tamil Nadu,Sugarcane,Zaid,Alluvial,5,17.06,83.64,4.904,866.2,921.0,-5.95,19.5,310.9,1,0
Madhya Pradesh,Wheat,Kharif,Laterite,2,17.41,36.45,2.094,348.0,656.1,-46.97,25.8,225.6,1,1
Uttar Pradesh,Sugarcane,Rabi,Laterite,2,47.99,257.04,5.356,741.6,978.9,-24.24,25.0,179.4,0,1
West Bengal,Bajra,Zaid,Sandy,1,40.03,50.63,1.265,1006.0,1036.7,-2.96,23.5,389.0,1,1
West Bengal,Pulses,Kharif,Laterite,2,23.2,113.93,4.911,692.0,751.0,-7.85,26.4,379.2,0,0
Uttar Pradesh,Rice,Rabi,Red,3,10.39,42.39,4.079,584.5,844.5,-30.79,20.8,383.5,0,1
Maharashtra,Pulses,Zaid,Black,4,40.65,104.7,2.576,1038.7,944.0,10.03,25.8,127.3,1,0
Rajasthan,Sugarcane,Zaid,Alluvial,5,8.28,38.13,4.605,693.9,888.3,-21.88,24.2,305.0,1,1
Tamil Nadu,Soybean,Zaid,Sandy,1,10.92,53.63,4.912,846.1,700.0,20.87,23.3,380.9,1,0
Karnataka,Groundnut,Rabi,Laterite,2,18.62,105.55,5.669,747.4,955.2,-21.75,19.3,249.8,1,1
Madhya Pradesh,Bajra,Zaid,Black,4,44.08,125.13,2.839,799.9,1076.9,-25.72,19.1,125.0,1,1
Uttar Pradesh,Soybean,Rabi,Red,3,7.02,31.11,4.43,1182.4,1076.4,9.84,34.1,336.2,0,0
Andhra Pradesh,Sugarcane,Zaid,Laterite,2,6.55,26.29,4.013,943.0,936.3,0.71,26.7,358.0,1,0
Madhya Pradesh,Groundnut,Kharif,Laterite,2,24.95,90.48,3.626,494.6,964.9,-48.75,36.9,296.1,1,1
Rajasthan,Rice,Zaid,Alluvial,5,14.18,77.32,5.452,707.0,791.6,-10.69,37.2,152.7,1,0
Andhra Pradesh,Sugarcane,Kharif,Red,3,28.65,29.11,1.016,696.8,712.4,-2.19,33.4,116.7,0,1
Punjab,Wheat,Kharif,Red,3,22.86,55.1,2.411,854.1,839.7,1.71,18.3,268.5,1,0
West Bengal,Cotton,Kharif,Sandy,1,22.03,81.32,3.691,1027.2,1189.7,-13.66,34.5,219.0,0,0
Punjab,Groundnut,Rabi,Alluvial,5,6.04,11.43,1.891,808.0,770.4,4.88,25.2,284.1,1,0
Madhya Pradesh,Sugarcane,Kharif,Sandy,1,7.48,41.45,5.539,800.6,915.2,-12.52,24.3,89.1,0,0
Rajasthan,Soybean,Zaid,Alluvial,5,41.14,174.36,4.238,242.1,906.7,-73.3,23.5,97.6,1,1
Tamil Nadu,Wheat,Rabi,Red,3,44.35,150.32,3.389,1131.0,793.9,42.47,23.9,177.0,0,0
Madhya Pradesh,Maize,Kharif,Alluvial,5,12.12,61.47,5.074,758.0,1072.5,-29.32,28.4,140.6,0,1
Uttar Pradesh,Groundnut,Rabi,Alluvial,5,6.12,19.91,3.254,864.7,1088.3,-20.55,39.8,266.8,0,1
Haryana,Wheat,Rabi,Alluvial,5,3.14,11.93,3.793,864.1,1250.1,-30.88,16.2,178.6,0,1
Madhya Pradesh,Soybean,Rabi,Black,4,30.61,31.03,1.014,607.7,730.2,-16.78,37.7,289.4,1,0
West Bengal,Sugarcane,Zaid,Black,4,35.91,101.57,2.829,739.0,911.1,-18.88,35.1,319.1,0,0
West Bengal,Pulses,Kharif,Red,3,18.95,32.11,1.694,605.7,863.3,-29.83,24.9,115.5,1,1
Madhya Pradesh,Rice,Rabi,Alluvial,5,34.14,151.89,4.448,1145.8,747.0,53.38,23.0,371.9,1,0
Andhra Pradesh,Pulses,Rabi,Red,3,35.79,121.52,3.395,244.0,750.1,-67.46,17.9,325.5,0,1
Haryana,Cotton,Rabi,Black,4,46.8,117.41,2.509,561.7,875.0,-35.81,20.6,269.4,0,1
Uttar Pradesh,Wheat,Kharif,Alluvial,5,3.71,12.39,3.339,719.5,780.0,-7.75,22.4,368.1,1,0
Madhya Pradesh,Cotton,Rabi,Sandy,1,10.02,20.52,2.048,1174.4,703.1,67.04,25.4,143.1,1,0
Andhra Pradesh,Rice,Rabi,Black,4,3.89,21.89,5.625,977.0,868.5,12.48,25.8,197.6,1,0
West Bengal,Wheat,Zaid,Black,4,43.47,55.2,1.27,390.5,684.1,-42.92,30.6,80.0,1,1
West Bengal,Jowar,Kharif,Black,4,39.73,211.66,5.327,771.1,780.0,-1.14,29.9,209.7,1,0
Rajasthan,Soybean,Zaid,Alluvial,5,28.94,102.95,3.557,980.3,904.3,8.41,27.4,227.2,1,0
Madhya Pradesh,Wheat,Kharif,Laterite,2,4.64,19.01,4.095,1356.7,829.7,63.51,25.7,265.6,1,0
Haryana,Soybean,Kharif,Sandy,1,14.03,35.26,2.513,715.1,811.4,-11.87,32.9,72.4,1,0
Maharashtra,Pulses,Kharif,Sandy,1,15.24,88.89,5.833,503.9,1121.3,-55.06,31.0,61.4,0,1
Haryana,Bajra,Zaid,Red,3,28.26,68.08,2.409,880.6,1060.4,-16.96,28.7,197.0,1,0
West Bengal,Groundnut,Zaid,Alluvial,5,13.27,52.35,3.944,789.2,862.4,-8.49,23.6,116.2,0,0
West Bengal,Bajra,Zaid,Black,4,4.11,24.53,5.967,915.8,697.9,31.24,32.6,315.6,1,0
Punjab,Sugarcane,Zaid,Laterite,2,36.67,198.23,5.405,972.6,971.6,0.1,31.0,284.1,1,0
West Bengal,Groundnut,Rabi,Alluvial,5,15.3,56.35,3.682,880.0,1228.9,-28.39,24.5,164.0,1,1
Uttar Pradesh,Groundnut,Rabi,Alluvial,5,22.89,136.25,5.952,932.0,1054.7,-11.63,14.5,66.0,1,0
Karnataka,Maize,Rabi,Laterite,2,6.82,30.73,4.507,1208.9,655.0,84.57,26.6,113.9,0,0
Madhya Pradesh,Groundnut,Kharif,Black,4,40.23,82.2,2.044,727.2,820.4,-11.35,21.8,292.1,1,0
Haryana,Rice,Rabi,Alluvial,5,28.49,86.28,3.028,493.9,740.1,-33.26,30.3,396.6,0,1
Karnataka,Bajra,Kharif,Sandy,1,45.13,120.6,2.672,878.5,711.1,23.54,27.3,164.3,0,0
Andhra Pradesh,Pulses,Zaid,Sandy,1,25.03,68.07,2.72,479.7,1020.3,-52.99,16.0,330.7,1,1
Maharashtra,Soybean,Kharif,Laterite,2,47.1,226.19,4.802,519.6,1017.1,-48.91,27.8,353.5,1,1
Uttar Pradesh,Sugarcane,Kharif,Black,4,44.65,175.08,3.921,594.5,1116.3,-46.75,36.3,66.9,1,1
Haryana,Groundnut,Rabi,Laterite,2,29.03,34.56,1.19,487.3,951.8,-48.8,25.1,370.7,1,1
Karnataka,Sugarcane,Zaid,Alluvial,5,46.73,251.73,5.387,1092.1,843.3,29.51,25.9,213.2,1,0
Maharashtra,Pulses,Zaid,Sandy,1,16.49,40.97,2.484,812.2,878.2,-7.51,23.9,387.5,0,0
Punjab,Sugarcane,Rabi,Red,3,18.6,111.32,5.985,976.7,714.2,36.76,26.4,238.5,1,0
Uttar Pradesh,Pulses,Zaid,Laterite,2,2.75,15.88,5.771,927.6,1055.5,-12.12,35.2,132.3,0,0
Uttar Pradesh,Groundnut,Zaid,Red,3,29.67,169.17,5.703,747.5,738.8,1.18,32.3,391.1,1,0
Punjab,Pulses,Zaid,Red,3,36.24,183.19,5.056,1040.1,788.7,31.88,22.5,135.2,0,0
Madhya Pradesh,Groundnut,Rabi,Sandy,1,38.79,81.58,2.103,679.4,804.4,-15.55,25.6,358.9,0,0
